country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
United Kingdom,GB,2021-08-15,TV,5,Virgin River,Virgin River: Season 3,6
United Kingdom,GB,2021-08-15,TV,6,Sex/Life,Sex/Life: Season 1,7
United Kingdom,GB,2021-08-15,TV,7,Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 3,2
United Kingdom,GB,2021-08-15,TV,8,Gabby's Dollhouse,Gabby's Dollhouse: Season 2,1
United Kingdom,GB,2021-08-15,TV,9,PAW Patrol,PAW Patrol: Season 4,3
United Kingdom,GB,2021-08-15,TV,10,Friends,Friends: Season 6,3
United Kingdom,GB,2021-08-08,Films,1,Aftermath,,1
United Kingdom,GB,2021-08-08,Films,2,Chaos,,1
United Kingdom,GB,2021-08-08,Films,3,The Mule,,1
United Kingdom,GB,2021-08-08,Films,4,Suicide Squad,,3
United Kingdom,GB,2021-08-08,Films,5,Resort to Love,,2
United Kingdom,GB,2021-08-08,Films,6,World Trade Center,,1
United Kingdom,GB,2021-08-08,Films,7,Blitz,,1
United Kingdom,GB,2021-08-08,Films,8,Solomon Kane,,1
United Kingdom,GB,2021-08-08,Films,9,Vivo,,1
United Kingdom,GB,2021-08-08,Films,10,The Accountant,,2
United Kingdom,GB,2021-08-08,TV,1,Outer Banks,Outer Banks: Season 2,2
United Kingdom,GB,2021-08-08,TV,2,Outer Banks,Outer Banks: Season 1,2
United Kingdom,GB,2021-08-08,TV,3,Cocaine Cowboys: The Kings of Miami,Cocaine Cowboys: The Kings of Miami: Limited Series,1
United Kingdom,GB,2021-08-08,TV,4,Virgin River,Virgin River: Season 3,5
United Kingdom,GB,2021-08-08,TV,5,Sex/Life,Sex/Life: Season 1,6
United Kingdom,GB,2021-08-08,TV,6,Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 3,1
United Kingdom,GB,2021-08-08,TV,7,Love Is Blind,Love Is Blind: Season 1,2
United Kingdom,GB,2021-08-08,TV,8,Hit & Run,Hit & Run: Season 1,1
United Kingdom,GB,2021-08-08,TV,9,Ackley Bridge,Ackley Bridge: Series 3,1
United Kingdom,GB,2021-08-08,TV,10,PAW Patrol,PAW Patrol: Season 4,2
United Kingdom,GB,2021-08-01,Films,1,Blood Red Sky,,2
United Kingdom,GB,2021-08-01,Films,2,Suicide Squad,,2
United Kingdom,GB,2021-08-01,Films,3,The Accountant,,1
United Kingdom,GB,2021-08-01,Films,4,Resort to Love,,1
United Kingdom,GB,2021-08-01,Films,5,Chernobyl 1986,,2
United Kingdom,GB,2021-08-01,Films,6,Storks,,2
United Kingdom,GB,2021-08-01,Films,7,The Legend of Tarzan,,1
United Kingdom,GB,2021-08-01,Films,8,The Lego Batman Movie,,1
United Kingdom,GB,2021-08-01,Films,9,Kong: Skull Island,,1
United Kingdom,GB,2021-08-01,Films,10,The Magnificent Seven,,3
United Kingdom,GB,2021-08-01,TV,1,Outer Banks,Outer Banks: Season 2,1
United Kingdom,GB,2021-08-01,TV,2,Virgin River,Virgin River: Season 3,4
United Kingdom,GB,2021-08-01,TV,3,Love Is Blind,Love Is Blind: Season 1,1
United Kingdom,GB,2021-08-01,TV,4,Outer Banks,Outer Banks: Season 1,1
United Kingdom,GB,2021-08-01,TV,5,Sex/Life,Sex/Life: Season 1,5
United Kingdom,GB,2021-08-01,TV,6,Never Have I Ever,Never Have I Ever: Season 2,3
United Kingdom,GB,2021-08-01,TV,7,Peppa Pig,Peppa Pig: Season 6,3
United Kingdom,GB,2021-08-01,TV,8,CoComelon,CoComelon: Season 3,3
United Kingdom,GB,2021-08-01,TV,9,Friends,Friends: Season 6,2
United Kingdom,GB,2021-08-01,TV,10,PAW Patrol,PAW Patrol: Season 4,1
United Kingdom,GB,2021-07-25,Films,1,Suicide Squad,,1
United Kingdom,GB,2021-07-25,Films,2,The Magnificent Seven,,2
United Kingdom,GB,2021-07-25,Films,3,Blood Red Sky,,1
United Kingdom,GB,2021-07-25,Films,4,The Matrix,,1
United Kingdom,GB,2021-07-25,Films,5,Chernobyl 1986,,1
United Kingdom,GB,2021-07-25,Films,6,300: Rise of an Empire,,1
United Kingdom,GB,2021-07-25,Films,7,Storks,,1
United Kingdom,GB,2021-07-25,Films,8,The Matrix Reloaded,,1
United Kingdom,GB,2021-07-25,Films,9,Trollhunters: Rise of the Titans,,1
United Kingdom,GB,2021-07-25,Films,10,Fear Street Part 3: 1666,,2
United Kingdom,GB,2021-07-25,TV,1,Never Have I Ever,Never Have I Ever: Season 2,2
United Kingdom,GB,2021-07-25,TV,2,Virgin River,Virgin River: Season 3,3
United Kingdom,GB,2021-07-25,TV,3,Sex/Life,Sex/Life: Season 1,4
United Kingdom,GB,2021-07-25,TV,4,Peppa Pig,Peppa Pig: Season 6,2
United Kingdom,GB,2021-07-25,TV,5,Never Have I Ever,Never Have I Ever: Season 1,1
United Kingdom,GB,2021-07-25,TV,6,Van Helsing,Van Helsing: Season 5,1
United Kingdom,GB,2021-07-25,TV,7,Heist,Heist: Season 1,2
United Kingdom,GB,2021-07-25,TV,8,Atypical,Atypical: Season 4,3
United Kingdom,GB,2021-07-25,TV,9,My Unorthodox Life,My Unorthodox Life: Season 1,1
United Kingdom,GB,2021-07-25,TV,10,CoComelon,CoComelon: Season 3,2
United Kingdom,GB,2021-07-18,Films,1,Once Upon a Time in Hollywood,,2
United Kingdom,GB,2021-07-18,Films,2,Fast & Furious Presents: Hobbs & Shaw,,3
United Kingdom,GB,2021-07-18,Films,3,Fear Street Part 3: 1666,,1
United Kingdom,GB,2021-07-18,Films,4,The Magnificent Seven,,1
United Kingdom,GB,2021-07-18,Films,5,Fear Street Part 2: 1978,,2
United Kingdom,GB,2021-07-18,Films,6,Fear Street Part 1: 1994,,3
United Kingdom,GB,2021-07-18,Films,7,Dora and the Lost City of Gold,,1
United Kingdom,GB,2021-07-18,Films,8,Rust Creek,,1
United Kingdom,GB,2021-07-18,Films,9,Chicken Run,,1
United Kingdom,GB,2021-07-18,Films,10,Split,,2
United Kingdom,GB,2021-07-18,TV,1,Virgin River,Virgin River: Season 3,2
United Kingdom,GB,2021-07-18,TV,2,Sex/Life,Sex/Life: Season 1,3
United Kingdom,GB,2021-07-18,TV,3,Never Have I Ever,Never Have I Ever: Season 2,1
United Kingdom,GB,2021-07-18,TV,4,Atypical,Atypical: Season 4,2
United Kingdom,GB,2021-07-18,TV,5,Heist,Heist: Season 1,1
United Kingdom,GB,2021-07-18,TV,6,Too Hot to Handle,Too Hot to Handle: Season 2,3
United Kingdom,GB,2021-07-18,TV,7,Virgin River,Virgin River: Season 1,1
United Kingdom,GB,2021-07-18,TV,8,The Cook of Castamar,The Cook of Castamar: Season 1,1
United Kingdom,GB,2021-07-18,TV,9,L.A.’s Finest,L.A.’s Finest: Season 1,2
United Kingdom,GB,2021-07-18,TV,10,Peppa Pig,Peppa Pig: Season 6,1
United Kingdom,GB,2021-07-11,Films,1,Fast & Furious Presents: Hobbs & Shaw,,2
United Kingdom,GB,2021-07-11,Films,2,Once Upon a Time in Hollywood,,1
United Kingdom,GB,2021-07-11,Films,3,Fear Street Part 1: 1994,,2
United Kingdom,GB,2021-07-11,Films,4,Fear Street Part 2: 1978,,1
United Kingdom,GB,2021-07-11,Films,5,Me Before You,,1
United Kingdom,GB,2021-07-11,Films,6,Criminal,,1
United Kingdom,GB,2021-07-11,Films,7,Fatherhood,,2
United Kingdom,GB,2021-07-11,Films,8,Split,,1
United Kingdom,GB,2021-07-11,Films,9,The Angry Birds Movie 2,,2
United Kingdom,GB,2021-07-11,Films,10,Bridget Jones's Baby,,1
United Kingdom,GB,2021-07-11,TV,1,Sex/Life,Sex/Life: Season 1,2
United Kingdom,GB,2021-07-11,TV,2,Virgin River,Virgin River: Season 3,1
United Kingdom,GB,2021-07-11,TV,3,Too Hot to Handle,Too Hot to Handle: Season 2,2
United Kingdom,GB,2021-07-11,TV,4,The Deceived,The Deceived: Series 1,1
United Kingdom,GB,2021-07-11,TV,5,The Serpent,The Serpent: Limited Series,2
United Kingdom,GB,2021-07-11,TV,6,L.A.’s Finest,L.A.’s Finest: Season 1,1
United Kingdom,GB,2021-07-11,TV,7,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,2
United Kingdom,GB,2021-07-11,TV,8,Sophie: A Murder in West Cork,Sophie: A Murder in West Cork: Limited Series,2
United Kingdom,GB,2021-07-11,TV,9,Atypical,Atypical: Season 4,1
United Kingdom,GB,2021-07-11,TV,10,Big Timber,Big Timber: Season 1,1
United Kingdom,GB,2021-07-04,Films,1,Fast & Furious Presents: Hobbs & Shaw,,1
United Kingdom,GB,2021-07-04,Films,2,The Angry Birds Movie 2,,1
United Kingdom,GB,2021-07-04,Films,3,Fatherhood,,1
United Kingdom,GB,2021-07-04,Films,4,Gone Baby Gone,,1
United Kingdom,GB,2021-07-04,Films,5,Aquaman,,1
United Kingdom,GB,2021-07-04,Films,6,Fear Street Part 1: 1994,,1
United Kingdom,GB,2021-07-04,Films,7,Wish Dragon,,1
United Kingdom,GB,2021-07-04,Films,8,Assault on Precinct 13,,1
United Kingdom,GB,2021-07-04,Films,9,The Karate Kid,,1
United Kingdom,GB,2021-07-04,Films,10,Good on Paper,,1
United Kingdom,GB,2021-07-04,TV,1,Too Hot to Handle,Too Hot to Handle: Season 2,1
United Kingdom,GB,2021-07-04,TV,2,Sex/Life,Sex/Life: Season 1,1
United Kingdom,GB,2021-07-04,TV,3,Sophie: A Murder in West Cork,Sophie: A Murder in West Cork: Limited Series,1
United Kingdom,GB,2021-07-04,TV,4,Sweet Tooth,Sweet Tooth: Season 1,1
United Kingdom,GB,2021-07-04,TV,5,The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,1
United Kingdom,GB,2021-07-04,TV,6,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,1
United Kingdom,GB,2021-07-04,TV,7,The Serpent,The Serpent: Limited Series,1
United Kingdom,GB,2021-07-04,TV,8,CoComelon,CoComelon: Season 3,1
United Kingdom,GB,2021-07-04,TV,9,Friends,Friends: Season 6,1
United Kingdom,GB,2021-07-04,TV,10,Lupin,Lupin: Part 2,1
